disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change
DIS-051337,geopolitical,electronics,4,north america,medium,True,2,6.0,154433.87,alternative supplier,3,12,36,False
DIS-051338,cyber attack,consumer goods,3,north america,small,False,2,25.2,64247.32,customer delay,11,14,85,False
DIS-051339,geopolitical,electronics,2,europe,medium,True,4,38.6,853952.51,alternative supplier,11,72,135,False
DIS-051340,natural disaster,electronics,2,asia-pacific,medium,True,2,30.4,373610.65,production reroute,1,38,68,True
DIS-051341,cyber attack,consumer goods,2,asia-pacific,large,True,5,57.6,1377095.17,production reroute,4,12,37,True
DIS-051342,labor strike,pharmaceuticals,1,south america,small,False,1,9.5,163267.46,inventory buffer,3,3,49,True
DIS-051343,factory incident,pharmaceuticals,2,north america,small,True,1,9.4,209936.67,production reroute,5,42,47,False
DIS-051344,labor strike,electronics,2,europe,large,True,2,32.4,865488.08,alternative supplier,6,5,57,False
DIS-051345,geopolitical,electronics,2,europe,medium,False,1,19.3,386041.31,customer delay,6,22,45,False
DIS-051346,port congestion,pharmaceuticals,2,asia-pacific,large,True,2,27.8,3387112.76,production reroute,6,3,60,False
DIS-051347,port congestion,aerospace,1,asia-pacific,medium,False,1,29.8,4098743.41,inventory buffer,1,6,44,True
DIS-051348,natural disaster,automotive,1,north america,large,True,2,8.1,755283.97,alternative supplier,1,32,89,False
DIS-051349,cyber attack,automotive,1,asia-pacific,medium,True,3,50.7,5833816.42,alternative supplier,1,33,51,False
DIS-051350,labor strike,electronics,1,africa/middle east,small,False,2,30.4,127982.16,combined strategy,19,9,57,False
DIS-051351,geopolitical,pharmaceuticals,2,europe,medium,True,3,51.0,6940102.72,alternative supplier,3,21,61,False
DIS-051352,geopolitical,consumer goods,1,asia-pacific,medium,False,4,45.0,378956.56,production reroute,5,23,147,True
DIS-051353,cyber attack,electronics,3,north america,medium,True,3,23.1,642162.43,alternative supplier,5,20,59,False
DIS-051354,factory incident,automotive,3,south america,large,True,2,59.0,9188454.32,alternative supplier,14,42,132,False
DIS-051355,labor strike,electronics,3,asia-pacific,medium,True,2,22.9,428517.94,alternative supplier,1,11,61,False
DIS-051356,cyber attack,consumer goods,3,asia-pacific,large,True,3,36.2,239176.87,alternative supplier,1,56,120,False
DIS-051357,port congestion,electronics,3,europe,medium,True,1,9.9,287773.66,customer delay,3,28,71,False
DIS-051358,port congestion,automotive,2,europe,large,True,1,4.9,2814107.37,alternative supplier,1,4,14,False
DIS-051359,geopolitical,automotive,2,asia-pacific,small,True,2,28.6,271957.83,alternative supplier,1,6,27,False
DIS-051360,port congestion,pharmaceuticals,2,north america,medium,True,2,29.4,3213307.07,alternative supplier,1,12,17,False
DIS-051361,factory incident,electronics,1,asia-pacific,medium,True,2,9.8,103891.35,alternative supplier,1,3,25,True
DIS-051362,cyber attack,automotive,1,europe,small,True,3,40.3,658115.07,combined strategy,1,40,124,False
DIS-051363,natural disaster,consumer goods,3,europe,large,False,2,16.1,2229498.85,customer delay,6,5,10,False
DIS-051364,geopolitical,electronics,2,north america,large,True,5,70.4,17465694.96,alternative supplier,2,38,144,False
DIS-051365,natural disaster,consumer goods,3,north america,large,True,2,27.7,2605395.51,alternative supplier,2,25,35,False
DIS-051366,factory incident,consumer goods,3,europe,medium,True,3,39.3,698437.74,alternative supplier,1,73,98,False
DIS-051367,natural disaster,automotive,3,europe,small,False,4,40.2,981838.04,combined strategy,7,63,144,True
DIS-051368,port congestion,consumer goods,1,south america,medium,True,3,58.5,782288.74,inventory buffer,1,70,152,False
DIS-051369,cyber attack,electronics,3,asia-pacific,medium,False,2,18.9,654429.18,inventory buffer,3,16,47,True
DIS-051370,port congestion,automotive,2,asia-pacific,small,False,1,10.4,152047.99,customer delay,2,20,49,False
DIS-051371,natural disaster,electronics,1,asia-pacific,small,True,5,88.3,258252.31,alternative supplier,4,57,86,True
DIS-051372,factory incident,aerospace,3,south america,large,False,1,19.4,796343.29,production reroute,16,23,45,False
DIS-051373,cyber attack,aerospace,4,europe,large,False,3,29.2,12191575.25,customer delay,8,138,201,False
DIS-051374,natural disaster,aerospace,1,north america,large,True,3,38.7,20628262.98,alternative supplier,6,14,55,False
DIS-051375,labor strike,automotive,1,europe,large,True,1,6.3,1174830.86,alternative supplier,5,3,8,False
DIS-051376,factory incident,automotive,4,europe,small,False,4,35.2,78291.36,combined strategy,3,18,30,True
DIS-051377,cyber attack,consumer goods,2,europe,large,True,4,57.8,3185923.36,alternative supplier,11,55,99,False
DIS-051378,geopolitical,consumer goods,3,south america,medium,True,3,40.2,2647454.59,alternative supplier,5,23,78,False
DIS-051379,natural disaster,electronics,3,north america,medium,True,4,21.8,523008.46,alternative supplier,4,58,187,True
DIS-051380,port congestion,electronics,3,asia-pacific,small,True,2,5.8,36781.92,alternative supplier,2,19,37,False
DIS-051381,geopolitical,electronics,1,asia-pacific,medium,False,2,4.7,1004374.74,combined strategy,5,7,60,False
DIS-051382,port congestion,electronics,1,north america,medium,True,1,1.0,10000.0,alternative supplier,4,13,34,True
DIS-051383,natural disaster,automotive,3,north america,small,False,3,15.8,397257.1,inventory buffer,11,39,114,False
DIS-051384,labor strike,pharmaceuticals,2,north america,large,False,3,14.9,1202010.31,customer delay,1,42,79,False
DIS-051385,factory incident,pharmaceuticals,2,north america,medium,True,3,45.5,588826.14,production reroute,1,32,103,False
DIS-051386,labor strike,electronics,1,europe,small,False,4,55.9,1459178.97,combined strategy,2,21,69,True
DIS-051387,cyber attack,automotive,1,asia-pacific,medium,True,2,39.2,598319.35,alternative supplier,3,18,45,False
DIS-051388,cyber attack,automotive,1,europe,medium,False,4,90.0,8756651.95,production reroute,4,41,151,False
DIS-051389,port congestion,automotive,3,asia-pacific,large,True,1,23.4,6653997.76,alternative supplier,1,3,9,False
DIS-051390,port congestion,aerospace,3,europe,medium,False,2,43.7,1338385.08,customer delay,1,28,52,False
DIS-051391,labor strike,consumer goods,2,north america,medium,True,3,34.5,340281.68,customer delay,2,103,159,True
DIS-051392,natural disaster,pharmaceuticals,2,europe,large,True,4,42.4,5743869.41,alternative supplier,5,10,57,False
DIS-051393,port congestion,electronics,1,north america,medium,True,2,34.1,1066497.5,production reroute,1,17,35,False
DIS-051394,natural disaster,consumer goods,1,asia-pacific,large,True,5,75.2,7338419.82,combined strategy,1,63,211,True
DIS-051395,geopolitical,automotive,2,north america,large,True,2,37.6,6196118.14,alternative supplier,2,12,40,False
DIS-051396,port congestion,consumer goods,2,europe,medium,False,2,37.4,1596521.19,production reroute,1,10,22,False
DIS-051397,port congestion,consumer goods,4,europe,small,False,2,13.0,50445.21,customer delay,9,40,84,False
DIS-051398,geopolitical,electronics,1,europe,medium,False,4,70.7,703873.75,production reroute,2,71,104,False
DIS-051399,port congestion,electronics,3,asia-pacific,large,True,1,23.3,22933906.53,production reroute,3,26,63,False
DIS-051400,cyber attack,pharmaceuticals,1,africa/middle east,large,True,3,37.7,2549769.33,alternative supplier,1,17,167,False
DIS-051401,labor strike,automotive,1,africa/middle east,large,True,1,17.2,2757649.33,alternative supplier,5,5,27,False
DIS-051402,port congestion,electronics,1,asia-pacific,large,True,2,30.7,3584043.8,production reroute,1,44,61,False
DIS-051403,geopolitical,pharmaceuticals,3,south america,medium,True,3,27.7,327490.54,alternative supplier,2,60,88,False
DIS-051404,cyber attack,pharmaceuticals,2,asia-pacific,small,False,2,31.8,1694142.0,alternative supplier,3,55,109,True
DIS-051405,geopolitical,electronics,3,asia-pacific,small,True,3,13.6,76914.78,alternative supplier,1,84,157,False
DIS-051406,cyber attack,automotive,2,asia-pacific,large,True,3,34.2,2979687.99,alternative supplier,3,4,37,False
DIS-051407,cyber attack,electronics,3,europe,medium,False,3,33.5,1037359.19,production reroute,11,75,104,True
DIS-051408,port congestion,electronics,2,south america,small,True,2,15.0,1545161.61,alternative supplier,1,32,68,False
DIS-051409,port congestion,automotive,1,south america,medium,False,2,22.0,785602.82,production reroute,12,82,110,True
DIS-051410,labor strike,electronics,3,asia-pacific,medium,False,1,13.4,462417.68,customer delay,3,27,60,False
DIS-051411,cyber attack,automotive,2,south america,medium,True,2,38.3,1370831.77,production reroute,3,19,76,False
DIS-051412,port congestion,electronics,3,africa/middle east,small,False,1,19.5,371480.37,inventory buffer,8,6,30,False
DIS-051413,geopolitical,aerospace,1,asia-pacific,small,True,3,47.3,1285031.42,inventory buffer,3,6,61,True
DIS-051414,natural disaster,aerospace,1,africa/middle east,large,False,4,53.3,17556413.93,combined strategy,14,56,107,False
DIS-051415,labor strike,pharmaceuticals,3,asia-pacific,large,True,1,1.0,362294.63,production reroute,3,4,9,False
DIS-051416,port congestion,consumer goods,1,north america,medium,True,1,7.1,85195.0,production reroute,1,6,11,False
DIS-051417,cyber attack,electronics,1,asia-pacific,small,False,4,59.9,552783.45,combined strategy,2,85,138,False
DIS-051418,port congestion,consumer goods,1,north america,medium,True,3,31.2,789296.12,alternative supplier,1,58,135,False
DIS-051419,geopolitical,consumer goods,3,europe,small,False,3,41.4,345209.28,inventory buffer,11,41,107,False
DIS-051420,factory incident,consumer goods,3,asia-pacific,small,False,2,23.2,26632.36,production reroute,1,25,47,False
DIS-051421,port congestion,automotive,1,europe,small,True,2,27.3,316885.11,customer delay,1,15,33,False
DIS-051422,port congestion,consumer goods,3,europe,large,True,1,1.9,112331.27,production reroute,1,30,76,True
DIS-051423,factory incident,consumer goods,3,asia-pacific,medium,False,4,50.3,506849.77,production reroute,1,44,318,True
DIS-051424,port congestion,consumer goods,2,africa/middle east,large,True,1,30.3,17794249.44,alternative supplier,1,3,11,False
DIS-051425,labor strike,consumer goods,2,europe,medium,True,1,16.5,546036.54,alternative supplier,1,3,16,False
DIS-051426,labor strike,consumer goods,4,europe,small,True,1,38.6,209609.72,alternative supplier,3,6,21,False
DIS-051427,port congestion,pharmaceuticals,2,europe,small,True,2,42.6,408376.72,alternative supplier,4,10,29,False
DIS-051428,port congestion,pharmaceuticals,1,south america,small,True,3,27.6,1711589.61,inventory buffer,3,13,33,False
DIS-051429,geopolitical,electronics,1,south america,large,True,4,42.2,23277622.9,combined strategy,1,9,89,True
DIS-051430,cyber attack,automotive,1,africa/middle east,medium,True,4,58.1,5748157.72,alternative supplier,4,26,48,True
DIS-051431,geopolitical,electronics,2,europe,small,True,3,54.6,766637.9,alternative supplier,2,18,52,False
DIS-051432,port congestion,electronics,1,south america,small,False,1,20.3,199992.34,production reroute,1,7,15,False
DIS-051433,geopolitical,consumer goods,4,asia-pacific,medium,False,3,21.1,480924.0,customer delay,9,26,187,False
DIS-051434,port congestion,automotive,3,asia-pacific,medium,False,3,30.9,379434.99,customer delay,10,28,61,False
DIS-051435,cyber attack,consumer goods,3,asia-pacific,large,False,3,33.2,1460000.66,production reroute,16,53,68,True
DIS-051436,natural disaster,consumer goods,3,africa/middle east,large,True,4,29.2,4254078.75,production reroute,2,95,241,True
DIS-051437,cyber attack,consumer goods,4,asia-pacific,large,False,3,33.2,606402.74,combined strategy,9,37,77,False
DIS-051438,natural disaster,automotive,3,asia-pacific,medium,True,3,40.0,747450.23,alternative supplier,5,124,168,False
DIS-051439,natural disaster,electronics,3,north america,medium,True,4,37.0,1201867.43,alternative supplier,1,58,119,False
DIS-051440,cyber attack,electronics,1,europe,large,False,3,34.7,991343.09,production reroute,1,54,287,False
DIS-051441,port congestion,automotive,2,south america,medium,False,2,26.7,1116927.37,production reroute,7,10,35,False
DIS-051442,natural disaster,automotive,2,north america,large,True,4,50.8,6498099.03,alternative supplier,1,13,49,False
DIS-051443,cyber attack,pharmaceuticals,4,europe,large,True,3,32.7,73668528.26,alternative supplier,1,20,88,True
DIS-051444,port congestion,pharmaceuticals,3,europe,small,True,3,36.5,277390.56,alternative supplier,2,24,36,False
DIS-051445,natural disaster,aerospace,3,asia-pacific,small,True,4,35.7,4954156.23,alternative supplier,1,39,63,False
DIS-051446,cyber attack,automotive,1,europe,small,False,3,53.6,198647.29,production reroute,8,125,153,False
DIS-051447,labor strike,electronics,3,europe,large,True,1,11.7,1656818.57,alternative supplier,2,7,20,False
DIS-051448,geopolitical,automotive,3,north america,large,False,3,43.3,4817659.24,production reroute,1,33,340,False
DIS-051449,port congestion,pharmaceuticals,2,europe,medium,True,1,32.8,840296.8,alternative supplier,1,8,21,False
DIS-051450,port congestion,automotive,1,europe,small,False,1,20.5,324005.11,inventory buffer,1,6,76,False
DIS-051451,port congestion,automotive,3,asia-pacific,large,True,3,36.4,2772138.88,alternative supplier,1,22,105,False
DIS-051452,cyber attack,electronics,3,asia-pacific,medium,True,3,17.5,274544.88,inventory buffer,4,12,46,False
DIS-051453,cyber attack,electronics,2,europe,medium,False,2,15.5,562834.23,customer delay,4,24,69,False
DIS-051454,geopolitical,electronics,4,asia-pacific,medium,False,3,29.6,889171.73,inventory buffer,6,23,52,True
DIS-051455,cyber attack,automotive,3,europe,medium,False,3,24.4,904879.13,combined strategy,8,40,209,False
DIS-051456,factory incident,automotive,1,south america,medium,True,2,37.2,2752574.66,alternative supplier,1,5,22,False
DIS-051457,factory incident,automotive,2,south america,medium,False,3,40.0,762124.38,alternative supplier,9,3,108,False
DIS-051458,cyber attack,automotive,1,asia-pacific,small,False,3,34.3,428656.61,inventory buffer,7,14,119,False
DIS-051459,port congestion,electronics,1,europe,small,True,1,1.0,46334.13,alternative supplier,1,7,28,True
DIS-051460,geopolitical,electronics,3,europe,large,False,4,50.4,19104510.1,production reroute,20,14,33,False
DIS-051461,port congestion,electronics,1,asia-pacific,medium,True,2,37.6,765081.03,alternative supplier,4,14,19,False
DIS-051462,labor strike,automotive,3,asia-pacific,medium,False,2,17.6,2813746.6,inventory buffer,2,9,14,False
DIS-051463,natural disaster,consumer goods,4,europe,medium,False,3,25.4,614163.67,combined strategy,4,23,54,True
DIS-051464,cyber attack,pharmaceuticals,2,south america,medium,True,5,49.4,2146676.11,alternative supplier,1,57,115,False
DIS-051465,port congestion,pharmaceuticals,3,south america,large,False,4,51.0,1291340.75,inventory buffer,11,53,77,False
DIS-051466,port congestion,electronics,3,africa/middle east,large,False,2,19.4,1290636.61,production reroute,1,23,119,False
DIS-051467,labor strike,consumer goods,2,europe,large,True,2,19.8,1190856.89,alternative supplier,1,14,37,False
DIS-051468,geopolitical,electronics,1,asia-pacific,small,False,2,53.0,132084.66,production reroute,20,9,37,False
DIS-051469,cyber attack,pharmaceuticals,4,europe,medium,True,5,37.1,2597736.82,alternative supplier,4,42,49,True
DIS-051470,factory incident,aerospace,1,europe,medium,False,1,13.3,3091442.44,inventory buffer,14,24,29,False
DIS-051471,natural disaster,aerospace,3,asia-pacific,large,False,2,12.9,3540115.69,customer delay,1,10,94,True
DIS-051472,cyber attack,automotive,1,asia-pacific,large,False,3,51.0,5764621.39,production reroute,22,42,113,False
DIS-051473,cyber attack,consumer goods,2,europe,small,True,4,59.1,734793.32,alternative supplier,1,28,33,False
DIS-051474,port congestion,consumer goods,1,asia-pacific,medium,True,3,33.6,923804.3,alternative supplier,7,17,134,False
DIS-051475,natural disaster,automotive,3,asia-pacific,large,True,4,34.4,12234430.64,alternative supplier,1,6,42,False
DIS-051476,geopolitical,automotive,1,europe,small,False,3,39.4,514588.51,combined strategy,5,17,147,True
DIS-051477,labor strike,electronics,3,asia-pacific,large,True,2,20.4,4723270.84,alternative supplier,3,19,45,False
DIS-051478,port congestion,electronics,1,south america,large,False,2,30.0,2361596.78,production reroute,4,17,53,False
DIS-051479,port congestion,consumer goods,2,asia-pacific,medium,True,1,12.1,383017.45,customer delay,1,13,27,True
DIS-051480,port congestion,electronics,1,north america,medium,True,2,29.0,1723550.2,customer delay,2,68,96,False
DIS-051481,labor strike,consumer goods,4,africa/middle east,medium,True,1,1.0,10000.0,customer delay,1,4,9,False
DIS-051482,port congestion,aerospace,1,africa/middle east,small,False,2,53.6,2070081.59,inventory buffer,8,14,79,False
DIS-051483,port congestion,aerospace,3,europe,large,True,2,15.3,6873832.78,inventory buffer,1,11,30,False
DIS-051484,port congestion,electronics,3,asia-pacific,medium,False,3,14.5,268666.79,production reroute,1,25,69,False
DIS-051485,cyber attack,consumer goods,3,europe,medium,False,1,1.0,11699.0,production reroute,4,15,20,False
DIS-051486,cyber attack,electronics,2,north america,medium,False,3,36.3,591414.45,inventory buffer,2,3,27,False
DIS-051487,geopolitical,consumer goods,2,europe,small,True,2,37.4,312139.27,customer delay,1,15,39,False
DIS-051488,cyber attack,pharmaceuticals,2,asia-pacific,large,True,2,34.9,1284465.3,alternative supplier,1,11,34,False
DIS-051489,geopolitical,electronics,1,asia-pacific,medium,True,2,31.4,3391244.37,alternative supplier,4,3,33,False
DIS-051490,cyber attack,electronics,4,asia-pacific,small,False,3,27.2,480188.97,customer delay,9,50,84,False
DIS-051491,port congestion,electronics,1,asia-pacific,small,False,1,4.2,68387.59,production reroute,3,11,25,False
DIS-051492,port congestion,pharmaceuticals,4,africa/middle east,large,False,3,26.9,2545721.32,production reroute,4,31,116,False
DIS-051493,geopolitical,consumer goods,1,asia-pacific,medium,False,3,43.4,1151175.99,customer delay,8,40,105,True
DIS-051494,natural disaster,electronics,4,asia-pacific,medium,True,2,14.1,197332.15,alternative supplier,1,19,24,True
DIS-051495,natural disaster,consumer goods,2,asia-pacific,large,False,1,12.5,651902.45,combined strategy,5,23,37,False
DIS-051496,cyber attack,aerospace,1,asia-pacific,medium,True,2,41.1,6716603.55,alternative supplier,1,29,44,False
DIS-051497,factory incident,pharmaceuticals,1,europe,small,False,3,40.0,586873.08,combined strategy,1,14,123,True
DIS-051498,labor strike,automotive,1,asia-pacific,medium,False,1,6.6,153707.56,production reroute,10,3,27,False
DIS-051499,cyber attack,automotive,3,europe,medium,False,3,24.4,1559731.3,inventory buffer,12,37,137,False
DIS-051500,geopolitical,aerospace,3,africa/middle east,medium,False,2,21.2,1015202.0,inventory buffer,6,31,76,False
DIS-051501,port congestion,electronics,2,asia-pacific,large,True,2,38.8,6872901.33,alternative supplier,2,6,62,True
DIS-051502,labor strike,pharmaceuticals,3,europe,small,False,4,44.4,278238.07,combined strategy,7,36,106,True
DIS-051503,geopolitical,electronics,1,europe,medium,True,3,62.9,743351.99,customer delay,1,63,68,False
DIS-051504,cyber attack,pharmaceuticals,2,north america,medium,True,3,49.8,1598232.62,alternative supplier,1,12,53,False
DIS-051505,port congestion,electronics,1,asia-pacific,medium,True,2,21.7,625246.11,inventory buffer,1,12,40,False
DIS-051506,natural disaster,consumer goods,2,asia-pacific,medium,False,3,37.3,376440.8,production reroute,4,45,153,False
DIS-051507,labor strike,electronics,4,south america,large,True,2,13.9,797936.54,alternative supplier,1,3,29,False
DIS-051508,cyber attack,aerospace,3,africa/middle east,medium,True,5,58.9,4946289.71,alternative supplier,4,3,58,False
DIS-051509,natural disaster,pharmaceuticals,1,north america,medium,True,3,33.8,1199166.46,alternative supplier,1,40,91,False
DIS-051510,factory incident,automotive,3,asia-pacific,small,True,4,39.6,596766.39,production reroute,6,31,36,False
DIS-051511,port congestion,electronics,2,asia-pacific,small,True,1,14.5,88770.55,inventory buffer,1,19,32,False
DIS-051512,cyber attack,electronics,2,north america,small,False,2,19.4,137805.78,customer delay,11,30,79,False
DIS-051513,port congestion,aerospace,3,north america,medium,False,2,16.5,1455258.45,production reroute,4,61,99,False
DIS-051514,geopolitical,electronics,2,asia-pacific,medium,False,2,28.8,2120146.82,customer delay,4,17,45,True
DIS-051515,labor strike,electronics,1,asia-pacific,large,True,2,23.2,1232568.8,alternative supplier,5,18,24,False
DIS-051516,port congestion,consumer goods,1,asia-pacific,medium,False,2,36.6,1335334.58,customer delay,3,26,78,False
DIS-051517,geopolitical,automotive,1,europe,small,True,2,33.6,491329.43,alternative supplier,1,7,35,False
DIS-051518,labor strike,automotive,1,north america,large,True,1,9.7,565065.61,alternative supplier,1,15,35,False
DIS-051519,port congestion,pharmaceuticals,1,asia-pacific,small,False,3,29.8,591882.87,inventory buffer,4,17,100,True
DIS-051520,port congestion,automotive,1,asia-pacific,medium,False,1,15.4,375384.61,production reroute,1,3,8,False
DIS-051521,natural disaster,electronics,3,asia-pacific,large,True,4,50.6,2416010.67,production reroute,2,44,115,False
DIS-051522,geopolitical,electronics,2,asia-pacific,small,True,2,28.1,1125606.66,production reroute,1,19,62,False
DIS-051523,labor strike,automotive,4,asia-pacific,large,False,2,12.5,2779434.74,customer delay,13,25,141,False
DIS-051524,port congestion,electronics,3,europe,medium,True,1,25.6,781699.55,alternative supplier,2,26,40,False
DIS-051525,port congestion,automotive,1,asia-pacific,small,False,3,36.0,424729.87,customer delay,1,56,79,False
DIS-051526,geopolitical,consumer goods,2,asia-pacific,small,True,3,40.3,83036.79,production reroute,1,19,50,False
DIS-051527,natural disaster,automotive,3,north america,large,True,3,34.4,5227374.82,combined strategy,3,80,109,False
DIS-051528,port congestion,consumer goods,1,south america,medium,True,1,2.7,104784.32,production reroute,2,3,13,False
DIS-051529,cyber attack,automotive,2,north america,small,False,4,56.1,777952.64,production reroute,2,71,209,True
DIS-051530,port congestion,automotive,1,europe,medium,True,3,35.2,1884153.38,inventory buffer,3,8,71,False
DIS-051531,port congestion,consumer goods,2,africa/middle east,medium,False,2,16.1,41810.35,customer delay,23,26,126,False
DIS-051532,cyber attack,consumer goods,1,north america,small,True,3,54.7,157083.9,alternative supplier,1,9,54,False
DIS-051533,factory incident,automotive,3,south america,large,True,2,27.8,6208955.03,alternative supplier,3,38,67,False
DIS-051534,labor strike,electronics,2,asia-pacific,medium,False,2,34.8,815663.41,production reroute,1,34,92,False
DIS-051535,natural disaster,automotive,3,north america,medium,False,3,44.3,3318987.68,production reroute,11,9,104,False
DIS-051536,cyber attack,consumer goods,1,asia-pacific,medium,True,2,27.4,1045354.79,alternative supplier,1,23,34,False
DIS-051537,labor strike,automotive,2,asia-pacific,medium,False,2,28.5,862178.12,alternative supplier,5,24,46,False
DIS-051538,factory incident,aerospace,1,europe,medium,True,3,55.6,4087459.2,alternative supplier,3,13,22,True
DIS-051539,natural disaster,electronics,2,africa/middle east,small,True,4,62.6,1106316.28,combined strategy,1,50,65,False
DIS-051540,factory incident,electronics,1,asia-pacific,medium,True,1,31.0,1084183.94,production reroute,1,5,21,True
DIS-051541,natural disaster,consumer goods,2,south america,large,True,3,45.1,6817007.05,alternative supplier,1,3,62,False
DIS-051542,geopolitical,electronics,1,south america,small,False,2,33.4,390129.49,combined strategy,1,25,43,False
DIS-051543,cyber attack,pharmaceuticals,1,europe,small,True,3,33.4,570823.71,production reroute,3,29,100,False
DIS-051544,geopolitical,electronics,1,asia-pacific,medium,False,3,42.5,14256940.52,inventory buffer,11,28,110,True
DIS-051545,labor strike,pharmaceuticals,1,asia-pacific,small,True,3,45.4,2593663.08,alternative supplier,3,23,69,True
DIS-051546,geopolitical,automotive,1,north america,large,True,3,38.5,12765919.61,alternative supplier,1,4,65,False
DIS-051547,port congestion,electronics,1,asia-pacific,small,True,3,48.3,219269.62,alternative supplier,1,43,66,False
DIS-051548,labor strike,aerospace,1,europe,medium,True,3,56.9,15961566.74,alternative supplier,1,13,28,False
DIS-051549,geopolitical,aerospace,1,asia-pacific,medium,True,3,36.9,16318529.11,inventory buffer,5,39,51,True
DIS-051550,cyber attack,automotive,1,africa/middle east,small,True,5,66.5,238506.07,alternative supplier,6,57,80,False
DIS-051551,port congestion,pharmaceuticals,3,asia-pacific,medium,True,2,8.3,178083.41,alternative supplier,1,17,38,False
DIS-051552,cyber attack,electronics,1,asia-pacific,medium,True,3,56.9,1423686.34,inventory buffer,1,32,45,False
DIS-051553,natural disaster,electronics,1,asia-pacific,small,True,1,11.7,456587.18,alternative supplier,4,4,13,False
DIS-051554,labor strike,automotive,1,north america,medium,False,2,21.4,279574.89,customer delay,18,41,74,False
DIS-051555,cyber attack,automotive,3,europe,small,False,2,5.9,43830.6,inventory buffer,10,48,75,False
DIS-051556,port congestion,automotive,1,asia-pacific,small,True,2,17.0,95348.39,alternative supplier,3,14,83,False
DIS-051557,port congestion,electronics,1,europe,medium,False,1,33.1,1431500.2,customer delay,1,3,99,False
DIS-051558,port congestion,pharmaceuticals,1,asia-pacific,small,True,2,28.9,461912.03,alternative supplier,5,29,44,False
DIS-051559,port congestion,pharmaceuticals,3,europe,small,False,2,24.7,459900.84,customer delay,1,19,61,False
DIS-051560,port congestion,electronics,1,asia-pacific,medium,False,4,48.3,314262.65,customer delay,6,59,126,False
DIS-051561,natural disaster,pharmaceuticals,2,asia-pacific,large,False,3,24.2,14036146.12,production reroute,1,18,147,True
DIS-051562,port congestion,electronics,2,europe,medium,False,2,30.3,2505256.6,production reroute,9,60,209,False
DIS-051563,port congestion,electronics,3,asia-pacific,medium,True,2,2.9,248024.4,alternative supplier,4,7,38,False
DIS-051564,natural disaster,aerospace,1,asia-pacific,small,True,4,63.5,1178483.28,alternative supplier,9,3,30,True
DIS-051565,geopolitical,consumer goods,2,africa/middle east,small,True,4,49.2,147464.57,combined strategy,1,111,133,False
DIS-051566,geopolitical,automotive,3,europe,medium,True,3,43.5,6309514.17,alternative supplier,9,21,49,False
DIS-051567,cyber attack,pharmaceuticals,1,europe,medium,False,4,72.8,11499915.99,production reroute,11,156,235,True
DIS-051568,port congestion,aerospace,1,europe,small,False,2,26.3,652203.56,production reroute,3,12,27,False
DIS-051569,port congestion,pharmaceuticals,4,europe,medium,True,2,17.9,1521036.17,alternative supplier,1,3,26,False
DIS-051570,port congestion,automotive,1,north america,small,True,1,9.7,28257.59,alternative supplier,1,8,32,False
DIS-051571,labor strike,pharmaceuticals,1,europe,small,True,1,1.7,10000.0,alternative supplier,1,6,18,False
DIS-051572,cyber attack,automotive,1,south america,large,True,5,68.5,4391482.52,alternative supplier,6,77,331,True
DIS-051573,geopolitical,consumer goods,1,north america,medium,False,3,35.3,1299332.01,inventory buffer,5,7,125,True
DIS-051574,port congestion,electronics,2,europe,medium,False,3,39.0,534053.47,customer delay,1,23,119,False
DIS-051575,geopolitical,electronics,2,africa/middle east,large,True,4,41.7,5209086.78,alternative supplier,6,6,61,False
DIS-051576,natural disaster,electronics,2,asia-pacific,medium,False,5,59.2,3617723.22,production reroute,12,79,248,True
DIS-051577,geopolitical,consumer goods,1,asia-pacific,small,False,3,46.7,647154.2,alternative supplier,30,5,37,True
DIS-051578,labor strike,automotive,1,europe,large,True,2,19.0,6249624.42,alternative supplier,1,10,44,False
DIS-051579,port congestion,aerospace,2,asia-pacific,medium,True,1,20.4,193638.84,alternative supplier,1,9,17,False
DIS-051580,labor strike,automotive,1,asia-pacific,medium,True,2,52.6,2167400.68,alternative supplier,15,22,40,False
DIS-051581,geopolitical,electronics,4,north america,medium,False,2,11.2,473328.15,production reroute,9,21,99,False
DIS-051582,cyber attack,consumer goods,3,asia-pacific,large,True,5,43.3,1759617.4,combined strategy,5,5,133,False
DIS-051583,geopolitical,consumer goods,1,europe,small,True,3,47.9,392607.49,customer delay,1,24,53,False
DIS-051584,cyber attack,automotive,1,africa/middle east,medium,True,5,92.2,4757643.79,alternative supplier,7,107,290,False
DIS-051585,cyber attack,electronics,1,asia-pacific,small,True,4,58.4,445395.75,alternative supplier,4,50,86,True
DIS-051586,labor strike,electronics,1,south america,large,False,1,15.8,564979.99,combined strategy,12,6,68,True
DIS-051587,natural disaster,aerospace,2,north america,large,False,4,36.3,69556936.92,combined strategy,5,40,59,False
DIS-051588,port congestion,electronics,4,europe,small,False,1,12.1,136901.57,production reroute,2,11,28,False
DIS-051589,port congestion,aerospace,4,south america,small,True,1,1.7,24043.61,alternative supplier,4,16,38,False
DIS-051590,factory incident,consumer goods,3,north america,medium,True,3,30.0,904870.22,production reroute,2,12,24,False
