disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,risk_score,severity_label
DIS-034568,Port Congestion,Electronics,1,South America,Medium,False,1,7.3,105290.23,Customer Delay,1,12,21,False,1,Low
DIS-034569,Cyber Attack,Pharmaceuticals,4,Asia-Pacific,Large,False,3,34.2,17380453.04,Inventory Buffer,11,15,58,False,3,High
DIS-034570,Labor Strike,Aerospace,1,North America,Medium,True,1,12.7,1484307.61,Alternative Supplier,1,6,32,False,1,Low
DIS-034571,Cyber Attack,Consumer Goods,1,Europe,Small,False,3,59.6,730295.53,Customer Delay,31,12,121,True,3,High
DIS-034572,Natural Disaster,Automotive,4,Asia-Pacific,Small,False,3,28.9,1313113.34,Production Reroute,8,57,86,True,3,High
DIS-034573,Port Congestion,Consumer Goods,2,South America,Small,True,1,20.9,70282.36,Inventory Buffer,3,10,18,False,1,Low
DIS-034574,Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Small,True,4,61.3,621648.43,Alternative Supplier,1,19,49,True,4,Critical
DIS-034575,Port Congestion,Consumer Goods,3,Asia-Pacific,Large,True,1,15.9,576604.22,Alternative Supplier,4,25,32,False,1,Low
DIS-034576,Cyber Attack,Electronics,1,South America,Small,False,4,49.7,283026.94,Production Reroute,1,27,128,False,4,Critical
DIS-034577,Labor Strike,Automotive,3,Asia-Pacific,Small,False,3,47.8,2464984.64,Production Reroute,10,50,129,False,3,High
DIS-034578,Geopolitical,Automotive,1,Asia-Pacific,Medium,False,3,54.1,1173356.42,Inventory Buffer,1,11,98,False,3,High
DIS-034579,Geopolitical,Electronics,1,Asia-Pacific,Large,True,4,50.2,5885271.08,Alternative Supplier,4,27,37,False,4,Critical
DIS-034580,Labor Strike,Automotive,3,Asia-Pacific,Small,False,3,21.8,516045.61,Production Reroute,5,22,62,False,3,High
DIS-034581,Cyber Attack,Pharmaceuticals,2,Asia-Pacific,Medium,True,3,45.0,12325398.74,Alternative Supplier,1,30,53,False,3,High
DIS-034582,Natural Disaster,Pharmaceuticals,1,Europe,Small,False,4,53.2,2856794.14,Production Reroute,5,13,47,False,4,Critical
DIS-034583,Port Congestion,Electronics,4,North America,Medium,True,2,22.8,292405.3,Production Reroute,6,30,57,False,2,Medium
DIS-034584,Port Congestion,Electronics,1,Asia-Pacific,Medium,True,2,31.4,634828.31,Customer Delay,4,17,85,True,2,Medium
DIS-034585,Natural Disaster,Consumer Goods,2,Europe,Medium,True,2,14.1,768514.23,Alternative Supplier,1,38,56,False,2,Medium
DIS-034586,Natural Disaster,Automotive,1,Europe,Medium,False,2,59.3,869038.66,Inventory Buffer,1,4,23,False,2,Medium
DIS-034587,Factory Incident,Automotive,3,Asia-Pacific,Small,False,2,18.0,392660.94,Production Reroute,5,25,57,True,2,Medium
DIS-034588,Geopolitical,Automotive,2,Asia-Pacific,Medium,False,3,39.0,1132977.99,Inventory Buffer,16,10,19,False,3,High
DIS-034589,Geopolitical,Electronics,4,Asia-Pacific,Medium,True,3,18.4,1530727.61,Inventory Buffer,1,11,27,False,3,High
DIS-034590,Geopolitical,Consumer Goods,1,South America,Large,True,2,22.6,1282342.06,Alternative Supplier,6,4,36,False,2,Medium
DIS-034591,Natural Disaster,Pharmaceuticals,2,North America,Small,True,4,51.0,1382589.31,Alternative Supplier,5,25,47,False,4,Critical
DIS-034592,Port Congestion,Automotive,4,Europe,Medium,False,1,9.4,234742.22,Inventory Buffer,1,13,41,False,1,Low
DIS-034593,Port Congestion,Electronics,2,Asia-Pacific,Small,True,3,13.9,175206.42,Alternative Supplier,4,39,84,False,3,High
DIS-034594,Port Congestion,Automotive,1,Africa/Middle East,Large,False,4,60.3,12189405.38,Production Reroute,1,11,106,False,4,Critical
DIS-034595,Labor Strike,Automotive,1,Asia-Pacific,Medium,True,2,48.2,5773119.05,Alternative Supplier,1,18,53,False,2,Medium
DIS-034596,Cyber Attack,Automotive,2,Africa/Middle East,Medium,False,3,47.3,1497105.01,Alternative Supplier,10,7,79,False,3,High
DIS-034597,Cyber Attack,Electronics,2,South America,Medium,False,1,19.7,1101152.21,Customer Delay,1,8,102,True,1,Low
DIS-034598,Cyber Attack,Electronics,1,Asia-Pacific,Medium,True,2,10.7,212006.46,Alternative Supplier,1,15,30,False,2,Medium
DIS-034599,Factory Incident,Pharmaceuticals,1,Europe,Large,False,1,10.4,530912.2,Inventory Buffer,8,21,45,False,1,Low
DIS-034600,Cyber Attack,Consumer Goods,4,Asia-Pacific,Large,True,2,38.4,818640.12,Production Reroute,1,7,30,False,2,Medium
DIS-034601,Port Congestion,Aerospace,4,Africa/Middle East,Small,True,2,36.0,680795.34,Production Reroute,6,52,69,False,2,Medium
DIS-034602,Factory Incident,Pharmaceuticals,2,Europe,Medium,True,2,31.6,2711178.28,Alternative Supplier,4,5,78,False,2,Medium
DIS-034603,Natural Disaster,Electronics,1,Asia-Pacific,Large,True,3,35.0,913520.11,Alternative Supplier,6,15,43,False,3,High
DIS-034604,Port Congestion,Electronics,3,Asia-Pacific,Small,True,1,31.7,69412.46,Alternative Supplier,8,44,49,False,1,Low
DIS-034605,Natural Disaster,Pharmaceuticals,3,Asia-Pacific,Small,True,3,42.8,772947.29,Alternative Supplier,1,21,87,True,3,High
DIS-034606,Geopolitical,Automotive,2,North America,Medium,True,4,55.2,8122138.39,Alternative Supplier,1,22,65,True,4,Critical
DIS-034607,Labor Strike,Electronics,2,Asia-Pacific,Small,False,1,14.2,64768.37,Customer Delay,1,70,86,True,1,Low
DIS-034608,Port Congestion,Electronics,1,South America,Small,True,1,4.0,10000.0,Alternative Supplier,1,3,21,False,1,Low
DIS-034609,Cyber Attack,Pharmaceuticals,3,Asia-Pacific,Large,False,5,54.0,11284600.52,Combined Strategy,3,25,208,False,5,
DIS-034610,Labor Strike,Automotive,1,Africa/Middle East,Medium,True,1,16.3,1194182.08,Alternative Supplier,3,4,18,False,1,Low
DIS-034611,Port Congestion,Consumer Goods,3,South America,Small,True,2,32.7,155333.55,Alternative Supplier,7,13,59,False,2,Medium
DIS-034612,Geopolitical,Automotive,4,Europe,Small,True,3,17.0,64208.2,Alternative Supplier,1,58,123,False,3,High
DIS-034613,Port Congestion,Consumer Goods,2,North America,Small,True,2,47.2,432814.46,Alternative Supplier,5,12,29,False,2,Medium
DIS-034614,Factory Incident,Automotive,1,Asia-Pacific,Medium,True,1,20.7,259921.32,Alternative Supplier,1,3,45,True,1,Low
DIS-034615,Cyber Attack,Consumer Goods,2,South America,Small,False,3,28.6,55436.59,Inventory Buffer,11,26,87,False,3,High
DIS-034616,Factory Incident,Consumer Goods,2,Africa/Middle East,Medium,True,1,16.5,787342.43,Production Reroute,1,25,58,False,1,Low
DIS-034617,Labor Strike,Pharmaceuticals,1,Asia-Pacific,Small,False,2,33.6,362183.33,Production Reroute,5,9,64,False,2,Medium
DIS-034618,Factory Incident,Aerospace,3,South America,Large,True,2,23.8,24901272.92,Alternative Supplier,5,3,9,False,2,Medium
DIS-034619,Port Congestion,Electronics,4,Africa/Middle East,Small,False,2,5.5,29822.56,Inventory Buffer,12,8,77,True,2,Medium
DIS-034620,Cyber Attack,Electronics,3,North America,Medium,True,3,44.4,1433288.37,Alternative Supplier,1,45,50,False,3,High
DIS-034621,Geopolitical,Electronics,4,North America,Small,True,3,19.9,69308.87,Alternative Supplier,1,7,15,False,3,High
DIS-034622,Labor Strike,Aerospace,2,Europe,Small,False,3,28.7,943879.28,Combined Strategy,6,41,99,True,3,High
DIS-034623,Port Congestion,Automotive,3,Asia-Pacific,Medium,False,3,16.8,1641383.52,Customer Delay,5,54,101,True,3,High
DIS-034624,Cyber Attack,Automotive,2,Asia-Pacific,Medium,False,3,38.7,12396645.41,Alternative Supplier,5,33,66,False,3,High
DIS-034625,Labor Strike,Automotive,1,Asia-Pacific,Small,False,2,24.8,181888.45,Customer Delay,3,56,108,False,2,Medium
DIS-034626,Natural Disaster,Electronics,2,Europe,Medium,False,3,41.6,4972560.55,Customer Delay,8,58,118,True,3,High
DIS-034627,Factory Incident,Automotive,1,Asia-Pacific,Medium,False,1,1.0,60510.44,Production Reroute,4,3,11,False,1,Low
DIS-034628,Labor Strike,Electronics,3,Asia-Pacific,Medium,True,1,16.2,2345029.47,Alternative Supplier,1,14,30,False,1,Low
DIS-034629,Factory Incident,Electronics,2,North America,Large,True,3,44.7,7556422.92,Alternative Supplier,6,73,78,False,3,High
DIS-034630,Geopolitical,Electronics,1,Asia-Pacific,Large,True,2,46.8,4435370.5,Customer Delay,1,49,114,False,2,Medium
DIS-034631,Natural Disaster,Electronics,2,Africa/Middle East,Large,True,1,25.9,1847652.0,Inventory Buffer,2,8,45,False,1,Low
DIS-034632,Port Congestion,Electronics,2,Africa/Middle East,Small,False,1,10.1,102199.99,Production Reroute,3,9,25,False,1,Low
DIS-034633,Cyber Attack,Electronics,2,Asia-Pacific,Medium,False,3,47.1,3665060.29,Inventory Buffer,5,50,97,True,3,High
DIS-034634,Cyber Attack,Electronics,1,North America,Large,True,3,33.3,1682839.87,Alternative Supplier,2,10,89,True,3,High
DIS-034635,Port Congestion,Automotive,1,Asia-Pacific,Large,False,3,34.1,11760468.31,Customer Delay,1,52,141,True,3,High
DIS-034636,Port Congestion,Electronics,3,South America,Medium,True,2,25.8,1276042.15,Alternative Supplier,1,6,55,False,2,Medium
DIS-034637,Geopolitical,Electronics,3,North America,Medium,False,2,1.0,130388.48,Alternative Supplier,5,5,49,False,2,Medium
DIS-034638,Port Congestion,Aerospace,2,Africa/Middle East,Large,True,1,12.4,19525104.26,Production Reroute,3,4,18,False,1,Low
DIS-034639,Natural Disaster,Consumer Goods,1,North America,Medium,True,5,51.7,1020733.96,Production Reroute,3,62,151,False,5,
DIS-034640,Port Congestion,Aerospace,4,North America,Medium,False,5,32.2,2259455.32,Customer Delay,1,102,402,True,5,
DIS-034641,Cyber Attack,Automotive,3,Asia-Pacific,Medium,False,4,26.9,374126.81,Production Reroute,13,9,277,False,4,Critical
DIS-034642,Cyber Attack,Automotive,2,North America,Large,True,3,43.5,4478739.43,Inventory Buffer,1,11,36,False,3,High
DIS-034643,Labor Strike,Electronics,1,Europe,Large,True,1,9.6,804273.79,Alternative Supplier,1,10,20,False,1,Low
DIS-034644,Port Congestion,Aerospace,3,North America,Small,False,4,33.0,2542501.52,Production Reroute,15,81,267,True,4,Critical
DIS-034645,Cyber Attack,Electronics,2,North America,Small,False,3,50.1,283090.65,Alternative Supplier,14,48,92,False,3,High
DIS-034646,Geopolitical,Consumer Goods,2,Asia-Pacific,Medium,True,2,30.6,78872.64,Alternative Supplier,1,58,104,False,2,Medium
DIS-034647,Port Congestion,Consumer Goods,2,Europe,Medium,False,3,37.6,1178385.95,Production Reroute,9,22,51,False,3,High
DIS-034648,Geopolitical,Consumer Goods,2,South America,Small,False,1,24.4,435176.56,Production Reroute,1,8,22,True,1,Low
DIS-034649,Cyber Attack,Automotive,2,Europe,Small,True,1,8.6,70563.52,Alternative Supplier,3,15,43,False,1,Low
DIS-034650,Natural Disaster,Electronics,2,Asia-Pacific,Medium,True,2,29.1,488468.51,Alternative Supplier,1,16,28,False,2,Medium
DIS-034651,Geopolitical,Pharmaceuticals,4,North America,Medium,False,2,19.5,1863162.31,Customer Delay,4,18,102,True,2,Medium
DIS-034652,Port Congestion,Electronics,3,South America,Large,True,3,16.5,1090949.38,Alternative Supplier,1,52,96,False,3,High
DIS-034653,Geopolitical,Consumer Goods,3,Europe,Large,True,4,35.6,1660181.96,Alternative Supplier,1,19,36,False,4,Critical
DIS-034654,Geopolitical,Aerospace,1,North America,Large,True,3,60.1,56126014.16,Alternative Supplier,6,74,109,False,3,High
DIS-034655,Labor Strike,Automotive,4,Asia-Pacific,Small,True,1,14.9,260444.56,Alternative Supplier,1,27,32,False,1,Low
DIS-034656,Port Congestion,Automotive,3,North America,Large,False,2,7.4,3942276.11,Customer Delay,1,47,155,False,2,Medium
DIS-034657,Geopolitical,Consumer Goods,2,South America,Medium,False,4,56.7,2381121.07,Combined Strategy,4,25,165,False,4,Critical
DIS-034658,Port Congestion,Electronics,1,Asia-Pacific,Small,False,1,23.8,419123.31,Customer Delay,2,20,39,False,1,Low
DIS-034659,Port Congestion,Aerospace,2,North America,Small,False,4,52.2,1617744.32,Production Reroute,22,17,153,False,4,Critical
DIS-034660,Labor Strike,Consumer Goods,1,Europe,Medium,False,2,46.4,290125.86,Production Reroute,1,21,55,False,2,Medium
DIS-034661,Port Congestion,Electronics,2,Asia-Pacific,Medium,True,1,18.7,641393.84,Alternative Supplier,1,6,21,False,1,Low
DIS-034662,Natural Disaster,Electronics,2,Asia-Pacific,Medium,True,3,45.6,1665039.21,Alternative Supplier,1,17,56,True,3,High
DIS-034663,Factory Incident,Consumer Goods,1,Asia-Pacific,Medium,True,3,40.7,241998.4,Combined Strategy,1,22,76,False,3,High
DIS-034664,Geopolitical,Consumer Goods,4,South America,Medium,False,1,1.0,12047.37,Inventory Buffer,1,20,55,False,1,Low
DIS-034665,Geopolitical,Electronics,3,Asia-Pacific,Large,True,1,17.9,2801813.34,Alternative Supplier,1,5,11,False,1,Low
DIS-034666,Factory Incident,Automotive,1,Asia-Pacific,Medium,False,3,47.8,3537876.07,Inventory Buffer,8,68,224,False,3,High
DIS-034667,Factory Incident,Automotive,2,Asia-Pacific,Medium,True,4,52.1,336859.42,Alternative Supplier,2,25,93,False,4,Critical
DIS-034668,Port Congestion,Automotive,1,Europe,Medium,True,1,20.3,483223.68,Alternative Supplier,1,15,20,False,1,Low
DIS-034669,Labor Strike,Electronics,1,Europe,Medium,True,2,39.7,2815861.48,Customer Delay,6,29,88,True,2,Medium
DIS-034670,Cyber Attack,Consumer Goods,2,Asia-Pacific,Large,False,2,31.2,5359186.12,Production Reroute,1,29,117,False,2,Medium
DIS-034671,Natural Disaster,Automotive,1,South America,Large,True,4,60.5,9256657.55,Alternative Supplier,5,17,22,False,4,Critical
DIS-034672,Natural Disaster,Pharmaceuticals,3,Europe,Medium,False,2,17.0,1436205.73,Customer Delay,7,29,38,False,2,Medium
DIS-034673,Labor Strike,Electronics,2,North America,Medium,False,2,28.7,639313.81,Inventory Buffer,5,6,59,True,2,Medium
DIS-034674,Natural Disaster,Pharmaceuticals,2,Europe,Small,False,2,23.6,348227.42,Customer Delay,27,19,72,False,2,Medium
DIS-034675,Port Congestion,Electronics,4,Europe,Small,True,3,22.7,240017.4,Alternative Supplier,1,19,105,False,3,High
DIS-034676,Labor Strike,Consumer Goods,2,South America,Large,True,3,30.6,4526021.75,Alternative Supplier,3,25,45,False,3,High
DIS-034677,Labor Strike,Aerospace,3,Asia-Pacific,Medium,True,5,49.9,2111330.76,Alternative Supplier,5,50,189,True,5,
DIS-034678,Factory Incident,Electronics,3,Europe,Medium,False,3,25.9,387268.32,Inventory Buffer,1,23,68,False,3,High
DIS-034679,Factory Incident,Electronics,2,Asia-Pacific,Medium,False,2,48.6,1328272.9,Customer Delay,1,29,53,False,2,Medium
DIS-034680,Factory Incident,Pharmaceuticals,2,North America,Medium,False,2,34.0,2645550.29,Inventory Buffer,1,26,56,True,2,Medium
DIS-034681,Natural Disaster,Electronics,4,Asia-Pacific,Large,True,5,35.1,1083473.05,Alternative Supplier,4,31,199,False,5,
DIS-034682,Natural Disaster,Pharmaceuticals,1,Asia-Pacific,Large,True,3,35.9,15595863.62,Alternative Supplier,1,14,38,False,3,High
DIS-034683,Labor Strike,Electronics,2,North America,Medium,True,3,47.4,2990659.76,Alternative Supplier,1,31,73,False,3,High
DIS-034684,Geopolitical,Electronics,3,Europe,Small,True,3,31.2,160736.33,Alternative Supplier,1,8,24,False,3,High
DIS-034685,Port Congestion,Consumer Goods,1,Asia-Pacific,Large,True,2,47.4,1657738.96,Production Reroute,3,3,17,False,2,Medium
DIS-034686,Geopolitical,Automotive,2,North America,Large,True,3,55.9,1932674.56,Alternative Supplier,3,9,36,False,3,High
DIS-034687,Natural Disaster,Automotive,1,Asia-Pacific,Medium,False,2,40.4,2311553.18,Combined Strategy,2,16,39,False,2,Medium
DIS-034688,Geopolitical,Automotive,2,Asia-Pacific,Medium,True,4,79.9,1608922.93,Alternative Supplier,1,8,22,False,4,Critical
DIS-034689,Factory Incident,Pharmaceuticals,3,Africa/Middle East,Small,False,2,20.6,190916.4,Inventory Buffer,3,43,82,False,2,Medium
DIS-034690,Natural Disaster,Consumer Goods,2,North America,Large,True,2,25.0,2371527.28,Alternative Supplier,1,4,38,False,2,Medium
DIS-034691,Natural Disaster,Aerospace,2,North America,Large,False,3,32.3,9304640.7,Production Reroute,2,33,164,False,3,High
DIS-034692,Geopolitical,Electronics,3,Asia-Pacific,Medium,True,4,28.3,1277500.53,Alternative Supplier,1,20,53,False,4,Critical
DIS-034693,Geopolitical,Pharmaceuticals,3,North America,Small,True,4,41.9,1375895.11,Alternative Supplier,3,81,98,False,4,Critical
DIS-034694,Port Congestion,Pharmaceuticals,2,Asia-Pacific,Medium,True,2,15.3,554394.92,Inventory Buffer,1,5,67,False,2,Medium
DIS-034695,Port Congestion,Electronics,2,North America,Small,True,2,20.2,230493.31,Alternative Supplier,1,5,10,False,2,Medium
DIS-034696,Geopolitical,Pharmaceuticals,4,Africa/Middle East,Small,True,1,1.0,21960.21,Alternative Supplier,4,17,34,False,1,Low
DIS-034697,Natural Disaster,Electronics,3,Asia-Pacific,Medium,True,4,22.1,653647.45,Combined Strategy,4,24,32,True,4,Critical
DIS-034698,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Small,True,2,33.7,384987.96,Alternative Supplier,2,8,24,False,2,Medium
DIS-034699,Port Congestion,Electronics,1,Asia-Pacific,Large,True,2,23.6,1518891.31,Alternative Supplier,7,15,91,False,2,Medium
DIS-034700,Cyber Attack,Automotive,3,Asia-Pacific,Large,True,3,2.8,244767.06,Alternative Supplier,1,29,95,True,3,High
DIS-034701,Natural Disaster,Consumer Goods,3,Asia-Pacific,Large,False,4,55.9,1122381.33,Production Reroute,13,101,126,False,4,Critical
DIS-034702,Factory Incident,Electronics,2,South America,Medium,True,2,20.8,3292864.91,Inventory Buffer,1,37,75,False,2,Medium
DIS-034703,Port Congestion,Automotive,2,Asia-Pacific,Medium,True,2,32.6,1210322.48,Customer Delay,1,47,82,False,2,Medium
DIS-034704,Port Congestion,Consumer Goods,1,South America,Large,True,3,26.5,1032346.31,Alternative Supplier,1,30,79,False,3,High
DIS-034705,Natural Disaster,Consumer Goods,2,South America,Large,True,3,35.7,696113.16,Alternative Supplier,4,4,66,False,3,High
DIS-034706,Port Congestion,Automotive,3,Asia-Pacific,Small,True,3,50.1,426227.07,Customer Delay,3,40,126,False,3,High
DIS-034707,Geopolitical,Aerospace,1,Asia-Pacific,Large,True,1,22.9,5700038.67,Inventory Buffer,3,6,21,False,1,Low
DIS-034708,Natural Disaster,Automotive,1,South America,Small,True,2,20.8,350036.59,Production Reroute,2,13,48,False,2,Medium
DIS-034709,Labor Strike,Automotive,1,North America,Small,False,2,28.5,171127.34,Customer Delay,16,24,53,False,2,Medium
DIS-034710,Geopolitical,Automotive,1,Africa/Middle East,Large,True,2,35.9,12424878.57,Combined Strategy,2,13,72,False,2,Medium
DIS-034711,Port Congestion,Automotive,2,Asia-Pacific,Large,True,1,20.3,8533683.62,Alternative Supplier,1,3,8,False,1,Low
DIS-034712,Port Congestion,Automotive,4,North America,Large,False,2,4.4,296232.7,Inventory Buffer,2,20,51,False,2,Medium
DIS-034713,Port Congestion,Consumer Goods,4,North America,Small,True,2,12.1,56614.02,Alternative Supplier,5,12,43,False,2,Medium
DIS-034714,Factory Incident,Automotive,1,Asia-Pacific,Large,True,1,25.4,3985142.62,Alternative Supplier,1,3,25,False,1,Low
DIS-034715,Natural Disaster,Consumer Goods,3,Europe,Medium,True,2,10.2,196614.93,Alternative Supplier,1,19,85,True,2,Medium
DIS-034716,Geopolitical,Pharmaceuticals,4,North America,Large,True,4,32.9,9861108.53,Alternative Supplier,7,44,190,False,4,Critical
DIS-034717,Labor Strike,Consumer Goods,1,Asia-Pacific,Medium,True,2,26.1,254190.65,Alternative Supplier,2,72,81,True,2,Medium
DIS-034718,Port Congestion,Consumer Goods,1,Asia-Pacific,Small,True,3,25.2,185634.74,Alternative Supplier,4,44,85,False,3,High
DIS-034719,Factory Incident,Electronics,4,Africa/Middle East,Medium,False,1,26.9,3956408.43,Inventory Buffer,1,7,24,False,1,Low
DIS-034720,Labor Strike,Automotive,1,North America,Medium,False,1,7.0,481913.78,Alternative Supplier,4,3,19,False,1,Low
DIS-034721,Labor Strike,Automotive,2,North America,Large,True,3,41.7,6605452.79,Alternative Supplier,2,18,67,False,3,High
DIS-034722,Geopolitical,Consumer Goods,1,Africa/Middle East,Large,True,4,46.3,5176519.39,Alternative Supplier,6,32,132,False,4,Critical
DIS-034723,Port Congestion,Electronics,1,South America,Small,True,1,12.3,93716.21,Alternative Supplier,1,13,23,True,1,Low
DIS-034724,Factory Incident,Electronics,3,South America,Medium,True,2,31.4,1987065.81,Alternative Supplier,9,12,49,False,2,Medium
DIS-034725,Port Congestion,Consumer Goods,3,Europe,Large,False,4,39.5,10069650.66,Customer Delay,1,103,186,True,4,Critical
DIS-034726,Port Congestion,Electronics,1,Asia-Pacific,Large,True,2,32.0,5696412.17,Alternative Supplier,5,21,63,False,2,Medium
DIS-034727,Natural Disaster,Aerospace,1,Europe,Medium,False,2,28.8,1695635.7,Production Reroute,9,16,78,False,2,Medium
DIS-034728,Labor Strike,Pharmaceuticals,3,Asia-Pacific,Medium,False,2,11.2,1810684.67,Production Reroute,7,35,46,False,2,Medium
DIS-034729,Port Congestion,Automotive,1,North America,Large,False,2,45.2,6098426.52,Production Reroute,3,19,116,False,2,Medium
DIS-034730,Natural Disaster,Automotive,1,Asia-Pacific,Medium,True,2,16.2,594227.49,Alternative Supplier,1,26,44,False,2,Medium
DIS-034731,Port Congestion,Electronics,2,Asia-Pacific,Medium,True,2,23.9,727404.33,Alternative Supplier,2,10,78,False,2,Medium
DIS-034732,Geopolitical,Automotive,2,South America,Medium,True,3,42.8,1800783.12,Alternative Supplier,3,4,47,False,3,High
DIS-034733,Labor Strike,Aerospace,3,South America,Small,False,1,1.0,10000.0,Customer Delay,6,10,101,False,1,Low
DIS-034734,Cyber Attack,Electronics,4,Asia-Pacific,Small,True,4,29.5,518815.98,Production Reroute,6,43,72,True,4,Critical
DIS-034735,Labor Strike,Electronics,2,Africa/Middle East,Large,False,3,44.4,833967.05,Customer Delay,12,56,70,True,3,High
DIS-034736,Factory Incident,Consumer Goods,2,North America,Medium,False,2,24.5,670536.9,Production Reroute,16,15,83,True,2,Medium
DIS-034737,Natural Disaster,Consumer Goods,1,Europe,Small,True,1,14.6,76210.76,Alternative Supplier,1,3,52,False,1,Low
DIS-034738,Natural Disaster,Electronics,1,Europe,Medium,False,3,35.3,288843.15,Alternative Supplier,21,38,67,True,3,High
DIS-034739,Labor Strike,Automotive,2,Europe,Small,True,1,30.7,238318.29,Production Reroute,5,4,10,False,1,Low
DIS-034740,Labor Strike,Automotive,2,Africa/Middle East,Large,False,4,46.4,5124338.03,Production Reroute,9,68,193,True,4,Critical
DIS-034741,Factory Incident,Consumer Goods,3,South America,Medium,False,5,46.0,828330.28,Combined Strategy,13,34,127,True,5,
DIS-034742,Cyber Attack,Electronics,3,North America,Medium,True,3,26.1,692199.4,Alternative Supplier,7,19,59,False,3,High
DIS-034743,Factory Incident,Automotive,4,North America,Small,False,2,18.4,682768.16,Production Reroute,1,31,37,True,2,Medium
DIS-034744,Labor Strike,Aerospace,3,Asia-Pacific,Large,True,2,38.8,22996779.34,Alternative Supplier,2,6,57,True,2,Medium
DIS-034745,Labor Strike,Automotive,2,North America,Medium,True,3,41.6,3584371.67,Alternative Supplier,1,25,59,False,3,High
DIS-034746,Labor Strike,Consumer Goods,3,Africa/Middle East,Medium,False,2,24.6,381834.59,Customer Delay,4,53,127,False,2,Medium
DIS-034747,Labor Strike,Aerospace,3,Asia-Pacific,Small,False,3,43.7,3010766.0,Production Reroute,1,80,135,False,3,High
DIS-034748,Factory Incident,Automotive,1,Africa/Middle East,Medium,True,5,75.4,2372215.95,Alternative Supplier,1,40,76,True,5,
DIS-034749,Cyber Attack,Pharmaceuticals,4,North America,Medium,True,4,22.4,2302576.45,Alternative Supplier,1,130,226,False,4,Critical
DIS-034750,Labor Strike,Consumer Goods,3,Europe,Small,False,1,16.1,91551.72,Customer Delay,1,19,71,False,1,Low
DIS-034751,Labor Strike,Aerospace,3,Asia-Pacific,Medium,False,4,44.0,3900527.94,Production Reroute,1,20,223,True,4,Critical
DIS-034752,Port Congestion,Electronics,3,South America,Large,True,2,7.2,714096.45,Alternative Supplier,1,14,39,False,2,Medium
DIS-034753,Natural Disaster,Automotive,1,Europe,Medium,True,4,61.7,3477846.33,Alternative Supplier,9,19,87,True,4,Critical
DIS-034754,Port Congestion,Automotive,3,Asia-Pacific,Medium,False,3,15.8,286857.16,Inventory Buffer,1,15,79,False,3,High
DIS-034755,Labor Strike,Electronics,1,Asia-Pacific,Medium,False,1,32.1,1098592.1,Alternative Supplier,19,9,31,False,1,Low
DIS-034756,Port Congestion,Automotive,4,North America,Small,False,4,30.9,178067.66,Production Reroute,10,31,74,True,4,Critical
DIS-034757,Port Congestion,Electronics,1,Asia-Pacific,Large,False,1,21.1,768637.92,Production Reroute,7,5,10,False,1,Low
DIS-034758,Cyber Attack,Consumer Goods,1,Europe,Large,True,3,43.5,1174769.47,Alternative Supplier,3,16,39,False,3,High
DIS-034759,Factory Incident,Automotive,1,South America,Small,True,3,23.9,292709.73,Production Reroute,1,45,67,False,3,High
DIS-034760,Port Congestion,Pharmaceuticals,1,North America,Medium,False,1,28.2,1961104.55,Production Reroute,3,3,22,False,1,Low
DIS-034761,Geopolitical,Aerospace,1,Africa/Middle East,Medium,True,1,16.4,13021267.86,Alternative Supplier,1,12,41,False,1,Low
DIS-034762,Port Congestion,Electronics,2,Asia-Pacific,Medium,False,2,24.1,123132.32,Customer Delay,2,47,109,False,2,Medium
DIS-034763,Natural Disaster,Automotive,1,Asia-Pacific,Large,False,3,43.8,2249592.5,Customer Delay,24,6,25,False,3,High
DIS-034764,Natural Disaster,Aerospace,4,Europe,Large,True,2,19.1,3899207.43,Alternative Supplier,1,24,42,False,2,Medium
DIS-034765,Natural Disaster,Pharmaceuticals,3,North America,Large,True,4,25.7,3974729.82,Alternative Supplier,1,23,44,False,4,Critical
DIS-034766,Geopolitical,Automotive,3,North America,Large,True,3,27.2,10440243.34,Production Reroute,4,68,241,False,3,High
DIS-034767,Natural Disaster,Automotive,3,South America,Medium,False,4,53.5,1272563.83,Combined Strategy,1,147,205,True,4,Critical
DIS-034768,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Medium,True,2,13.9,933579.47,Alternative Supplier,2,19,76,True,2,Medium
DIS-034769,Geopolitical,Electronics,4,South America,Medium,True,4,42.4,1136266.86,Alternative Supplier,2,35,64,False,4,Critical
DIS-034770,Port Congestion,Electronics,2,Asia-Pacific,Medium,False,2,25.4,576007.19,Customer Delay,1,9,19,False,2,Medium
DIS-034771,Natural Disaster,Electronics,1,Asia-Pacific,Medium,False,2,18.4,624351.53,Production Reroute,1,15,20,False,2,Medium
DIS-034772,Geopolitical,Electronics,3,North America,Large,True,2,13.3,1975446.74,Alternative Supplier,1,40,71,False,2,Medium
DIS-034773,Factory Incident,Consumer Goods,1,Africa/Middle East,Small,False,2,30.4,295869.29,Production Reroute,11,59,127,False,2,Medium
DIS-034774,Factory Incident,Aerospace,2,South America,Large,True,2,26.3,2754652.37,Customer Delay,9,31,39,False,2,Medium
